acceleration#mean,acceleration#std,acceleration#min,acceleration#max,gyroscope#mean,gyroscope#std,gyroscope#min,gyroscope#max,magnetometer#mean,magnetometer#std,magnetometer#min,magnetometer#max,target
1.0411962737748932,0.20994633830872797,0.4236900757947687,1.322664570825539,95.4170804610581,70.90067082470304,16.448502721665946,279.4074816889585,0.002897882692884304,5.181960828549484e-07,0.002897243421151604,0.002898962573059542,cooking
1.0267565476174654,0.20344321423217834,0.4236900757947687,1.322664570825539,129.1290257425232,127.94394533071323,33.911101882840505,522.1276819436424,0.0028977691747920755,4.78895984095013e-07,0.0028971356388951225,0.002898962573059542,cooking
1.04119171143457,0.210388701984407,0.4236900757947687,1.322664570825539,137.51692051487876,128.57200486965115,33.911101882840505,522.1276819436424,0.0028975985496416208,4.792690964363372e-07,0.002896403195802727,0.0028985692921519486,cooking
1.026217102067498,0.200724265796828,0.4236900757947687,1.322664570825539,135.19028695250992,129.23370497169068,33.911101882840505,522.1276819436424,0.002897456992052174,4.85607188433697e-07,0.002896403195802727,0.002898052492623279,cooking
1.022755372900505,0.20109958747962478,0.4236900757947687,1.322664570825539,129.12934565450618,129.83081659632816,33.911101882840505,522.1276819436424,0.0028973598213635904,5.233669598834117e-07,0.002896403195802727,0.002898052492623279,cooking
1.003169080046183,0.217195450063453,0.4236900757947687,1.322664570825539,129.08700266980802,129.84995511500776,33.911101882840505,522.1276819436424,0.0028972998478340984,5.395319674316923e-07,0.002896403195802727,0.002898052492623279,cooking
1.0080706949481002,0.21898405601666246,0.4236900757947687,1.322664570825539,132.76563884643522,127.74075624383043,33.911101882840505,522.1276819436424,0.0028972571725475933,5.426319234868907e-07,0.002896403195802727,0.002898052492623279,cooking
1.025926495294381,0.2486520103296048,0.4236900757947687,1.5135131403738233,145.39135205962347,126.62665975345622,44.88707958081888,522.1276819436424,0.0028972641908217587,5.496941746773992e-07,0.002896403195802727,0.002898052492623279,cooking
1.0322652818349607,0.2478837386238568,0.4236900757947687,1.5135131403738233,132.14937435767183,121.90883299277003,44.88707958081888,522.1276819436424,0.0028973234399227847,6.744665906133658e-07,0.002896403195802727,0.0028989412291386663,cooking
1.030617156285048,0.24770674600755552,0.4236900757947687,1.5135131403738233,128.13985005240914,124.51815640777318,25.233811584300557,522.1276819436424,0.002897434985495946,8.03091920691123e-07,0.002896403195802727,0.002899010911608475,cooking
1.028890717515467,0.24759809346375683,0.4236900757947687,1.5135131403738233,128.48142765416793,124.28026541609503,25.233811584300557,522.1276819436424,0.0028975528181930713,8.971371494753401e-07,0.002896403195802727,0.002899010911608475,cooking
1.031881572180464,0.24696322260085596,0.4236900757947687,1.5135131403738233,126.98116201891858,125.33218840558982,25.233811584300557,522.1276819436424,0.002897640958456553,9.716058077620151e-07,0.002896403195802727,0.002899010911608475,cooking
1.032725923105435,0.24666805072383174,0.4236900757947687,1.5135131403738233,125.98321672076544,126.0422711607049,25.233811584300557,522.1276819436424,0.0028977256954706852,1.0104402429988663e-06,0.002896403195802727,0.002899010911608475,cooking
1.0306821921277642,0.24662540156532856,0.4236900757947687,1.5135131403738233,122.00560057559392,126.6759300595388,25.233811584300557,522.1276819436424,0.0028977828865624756,1.0313997862861587e-06,0.002896403195802727,0.002899010911608475,cooking
1.0130149064207334,0.23334968935036748,0.4236900757947687,1.5135131403738233,116.26433744564014,125.52414951563146,25.233811584300557,522.1276819436424,0.0028978263473723657,1.0451875016940557e-06,0.002896403195802727,0.002899010911608475,cooking
1.0541992353489553,0.16698843726502333,0.7056476182324805,1.5135131403738233,115.11690399158344,126.06611750701595,25.233811584300557,522.1276819436424,0.002897869301731754,1.0549508538385529e-06,0.002896403195802727,0.002899010911608475,cooking
1.05379523007495,0.1671036633686594,0.7056476182324805,1.5135131403738233,82.86358276397438,58.02213627996688,25.233811584300557,223.29680008066427,0.002897952162827449,1.041941419676985e-06,0.002896403195802727,0.002899010911608475,cooking
1.0384927396605936,0.15965286760079506,0.7056476182324805,1.5135131403738233,70.26583248119859,49.4443707272955,16.229251677269794,223.29680008066427,0.0028980777824890863,9.515186498592589e-07,0.0028964459283102456,0.002899010911608475,cooking
1.0347641172483564,0.16013704363316206,0.7056476182324805,1.5135131403738233,65.60485762413582,51.2501159979393,14.772970072961675,223.29680008066427,0.002898200553316889,8.379553225473343e-07,0.002896496656118603,0.002899010911608475,cooking
1.0332087015097886,0.1608375500574183,0.7056476182324805,1.5135131403738233,62.1178756061835,52.347978725227605,14.772970072961675,223.29680008066427,0.002898318101755511,6.92993377518683e-07,0.0028967463381622234,0.002899010911608475,cooking
1.054497278398659,0.13313138037139385,0.9548612984511238,1.5135131403738233,59.649975495728626,52.61885058802209,14.772970072961675,223.29680008066427,0.0028984129629301197,5.438022350674626e-07,0.0028969217613539805,0.002899010911608475,cooking
1.0470277081225166,0.13253650833353045,0.9548612984511238,1.5135131403738233,55.50206235484263,52.54217513190063,14.772970072961675,223.29680008066427,0.0028984961292252776,3.656748883936368e-07,0.002897826265064902,0.002899010911608475,cooking
1.0122824584983108,0.030702697523133992,0.9548612984511238,1.0576552852200782,43.54393970998914,24.616381261050506,14.772970072961675,99.68649039616386,0.002898518995273041,3.29755228368018e-07,0.0028981692557813543,0.002899010911608475,cooking
1.0047166807869063,0.034831731576145095,0.9350656660288399,1.0576552852200782,40.25244129524718,22.491270991173764,14.772970072961675,99.68649039616386,0.0028984696286785613,3.1721944240086164e-07,0.0028981692557813543,0.002899010911608475,cooking
1.0095221282864495,0.0443090901499024,0.9350656660288399,1.1159987302873724,40.03958556487045,22.658048745076403,14.772970072961675,99.68649039616386,0.002898421400619815,2.820957642925085e-07,0.0028981692557813543,0.002899010911608475,cooking
1.0087898437566447,0.04401230878718153,0.9350656660288399,1.1159987302873724,39.94201042022375,22.61515246828116,14.772970072961675,99.68649039616386,0.0028983939398155027,2.3706524398644797e-07,0.0028981692557813543,0.0028989947503401934,cooking
